OBJECTID,org_id,agency,route_id,route_type,route_name,shape_id,n_trips,base64_url,Shape_Length
1,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0177a66b-9f33-407d-a72e-776429fb73d4,3,70,8819e56f-2a4e-4f1a-a7f1-7c8c8d939832,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.563666769223074
2,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0ad6c6aa-1939-45a0-a3a8-02ebe8e19092,3,10 Northbound,79acf1b7-c214-4954-b9b4-59e1d5999f26,6,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.395481023351942
3,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0ad6c6aa-1939-45a0-a3a8-02ebe8e19092,3,10 Northbound,89cd378b-105c-46e9-b524-f5d1e7709ce7,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.41243043542599
4,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0ad6c6aa-1939-45a0-a3a8-02ebe8e19092,3,10 Northbound,8c7f37d1-494c-460a-b71f-b277bb4500b2,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.447126227411821
5,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0ad6c6aa-1939-45a0-a3a8-02ebe8e19092,3,10 Northbound,a7b820e7-02ef-4a60-8408-8db98987ea32,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.467321773551069
6,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0ad6c6aa-1939-45a0-a3a8-02ebe8e19092,3,10 Northbound,ddb847d7-ee23-4b09-a566-3b84745d6a6c,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.33777147838108
7,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0ad6c6aa-1939-45a0-a3a8-02ebe8e19092,3,10 Northbound,fada7031-855a-4b41-8fda-fac4ed66bcf3,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.525163400852724
8,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0e85fd4c-5258-4256-9852-4a96554aadb7,3,20 Northbound,11632900-98bf-47da-b1fe-ac440d2fc1a7,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.569272544150228
9,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0e85fd4c-5258-4256-9852-4a96554aadb7,3,20 Northbound,801b4472-787d-4f12-8e05-51187bdb9a8c,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.418711322868361
10,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0e85fd4c-5258-4256-9852-4a96554aadb7,3,20 Northbound,908c324b-a102-402c-a979-8434435003a2,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.67213594529919
11,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0e85fd4c-5258-4256-9852-4a96554aadb7,3,20 Northbound,ee0de7ae-9620-485d-a126-0dea9262ea8b,6,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.573938034194947
12,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,0e85fd4c-5258-4256-9852-4a96554aadb7,3,20 Northbound,f0d51672-545d-400d-b76b-7141263db7f7,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.736054029254795
13,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,3ff1b747-a791-4eb3-90b2-25cb355b6c67,3,40 Southbound,ea0f4cce-a1bd-47bb-a4df-579977d1566c,12,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.489001558981914
14,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,79b4a269-5ae4-426a-9636-7875374ea411,3,30 Eastbound,5e17829c-c840-4f18-8ce6-4b897d1c7987,15,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.269006422843255
15,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,79b4a269-5ae4-426a-9636-7875374ea411,3,30 Eastbound,f69e966a-6480-4c5e-9869-d48300878add,3,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.574373657716989
16,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,874b0dfa-ab3d-47da-ac75-5fd7b9bdea42,3,30 Westbound,247fe479-4d38-4fd5-935c-8e2d73150b12,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.523733565004713
17,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,874b0dfa-ab3d-47da-ac75-5fd7b9bdea42,3,30 Westbound,8298a4fd-7bfb-4eea-bf30-c2ea9e11afe2,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,1.09735658984803
18,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,874b0dfa-ab3d-47da-ac75-5fd7b9bdea42,3,30 Westbound,936443c8-73da-4b68-9626-afff50be557c,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.572197357388844
19,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,874b0dfa-ab3d-47da-ac75-5fd7b9bdea42,3,30 Westbound,b0c096a2-4c32-4675-b005-43b58b3781e6,15,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.266524036030048
20,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,91673676-969b-4c0a-a233-158c98c522dc,3,40 Northbound,41b533e2-15e3-4dc2-9434-ebe2bdd5dd95,12,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.490107298874696
21,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,D1,3, ,f7d7731e-0d6c-4a39-b9c4-383643909e11,12,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.122766629594801
22,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,D2,3, ,30279c71-82b4-452a-b0e5-06d255d9b523,12,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.10903862701021
23,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,D3,3, ,03f09f84-a86e-4d40-9b66-df211769c9a8,12,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.0641816316006872
24,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,D4,3, ,0134cabb-896c-4128-9cf8-7978db94d314,12,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.0861113459983364
25,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,DC,3,Dinuba Connection,8984d60a-0b28-4860-bb52-f24916bf58f8,12,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.303352697914275
26,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,0ceec8ca-2041-4282-9aec-e4f3152cb3f3,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.118093857310049
27,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,0ceec8ca-2041-4282-9aec-e4f3152cb3f3:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.108708103166081
28,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,35d3378b-bd50-4abf-9630-ce9abc2da895,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.118078084602489
29,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,38b423f9-fc41-4503-87dc-70429a643ffc,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.118095032879173
30,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,38b423f9-fc41-4503-87dc-70429a643ffc:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.108697082329818
31,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,4a704c60-1d77-4964-b41b-b73a8b99503d,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.118095797402212
32,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,4a704c60-1d77-4964-b41b-b73a8b99503d:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.108696889777088
33,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,6d4dccd5-b850-4615-8c9d-f2da844f046c,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.118094844488068
34,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,6d4dccd5-b850-4615-8c9d-f2da844f046c:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.108696196984162
35,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,cc1b01a2-5647-4173-b11c-01da1086908e,4,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.118080873314959
36,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,cc1b01a2-5647-4173-b11c-01da1086908e:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.108694824645991
37,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T1,3, ,f4f92496-75ea-4729-8ad2-83964bd5f022,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.118088279129299
38,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,222a6007-3319-4ce3-8017-52c14549ad28,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.533907679147187
39,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,222a6007-3319-4ce3-8017-52c14549ad28:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.295205002584001
40,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,552da5a3-dad0-4ac7-96bf-1f92674d2e45,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.533948507338108
41,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,552da5a3-dad0-4ac7-96bf-1f92674d2e45:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.295245830774923
42,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,b46879df-8037-4e3b-bfdf-70e82140ec81,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.533936494426224
43,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,b46879df-8037-4e3b-bfdf-70e82140ec81:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.295233817863039
44,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,d5739816-c1c0-4bd2-8173-505091144ef2,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.542314375655031
45,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,d5739816-c1c0-4bd2-8173-505091144ef2:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.295227071043693
46,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,ed8bf56b-169e-4de7-8c8d-62a2faf88769,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.533918763901348
47,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T11x,3,11X,ed8bf56b-169e-4de7-8c8d-62a2faf88769:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.295216087338162
48,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,0c3446ba-d10a-4f68-83ff-bedb48f56576,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.12695326957625
49,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,1c817a12-c606-44bc-aa45-e34b5a121fda,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.126969798617632
50,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,1c817a12-c606-44bc-aa45-e34b5a121fda:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.105701787678789
51,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,22373c17-8407-48fd-ab19-3e826d797719,4,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.126962324052153
52,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,22373c17-8407-48fd-ab19-3e826d797719:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.10570172693885
53,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,67719bec-314f-47f2-84ba-75731a19fb4b,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.126940947528425
54,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,67719bec-314f-47f2-84ba-75731a19fb4b:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.105680109889326
55,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,781800cc-e8e7-4226-aeaa-f23a5a822e92,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.126950400944683
56,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,781800cc-e8e7-4226-aeaa-f23a5a822e92:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.105671042055401
57,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,dde45751-2133-4116-af68-60100a6c8dce,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.126961992382035
58,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,dde45751-2133-4116-af68-60100a6c8dce:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.105702023122791
59,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,f4cb0044-5735-4934-835d-f78b452b64fc,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.126987213563867
60,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T2,3, ,f4cb0044-5735-4934-835d-f78b452b64fc:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.105692499387268
61,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,07167c7e-7384-474c-ac3a-f807f095cf5b,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.101775096736747
62,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,07167c7e-7384-474c-ac3a-f807f095cf5b:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.0931292210886244
63,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,0aa27c5c-3570-485b-af23-20e461374075,4,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.101831692678651
64,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,0aa27c5c-3570-485b-af23-20e461374075:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.0931684792310053
65,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,38312e85-cedf-4bfb-b4f3-1b205be64217,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.101778034217884
66,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,38312e85-cedf-4bfb-b4f3-1b205be64217:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.0931192013953795
67,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,420738ba-daa9-441c-b073-6fe40b999de4,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.101794820366233
68,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,7443d6fb-a287-4550-b1c1-8a977cd88549,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.101782404740854
69,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,7443d6fb-a287-4550-b1c1-8a977cd88549:T,1,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.0931297242077115
70,rec4YWVqVwJ9XqDbq,Tulare County Regional Transit Agency,T3,3, ,9ba04530-4dc6-4874-af37-4c582a6defdb,2,aHR0cHM6Ly90Y3J0YS50cmlwc2hvdC5jb20vdjEvZ3Rmcy56aXA_cmVnaW9uSWQ9Q0E1NThEREMtRDdGMi00QjQ4LTlDQUMtREVFQTExMzRGODIw,0.101758184128852
