OBJECTID,route_id,direction_id,time_period,speed_mph,district_name,org_id,agency,base64_url,route_name,Shape_Length
6827,3398,0,peak,13.47125435,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6828,3398,0,peak,13.47125435,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6829,3398,0,peak,13.47125435,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6830,3398,0,peak,13.47125435,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6831,3398,0,peak,13.47125435,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6832,3398,0,peak,13.47125435,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6833,3398,0,peak,13.47125435,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6834,3398,0,all_day,13.79991451,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6835,3398,0,all_day,13.79991451,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6836,3398,0,all_day,13.79991451,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6837,3398,0,all_day,13.79991451,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6838,3398,0,all_day,13.79991451,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6839,3398,0,all_day,13.79991451,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6840,3398,0,all_day,13.79991451,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,CENTERPOINT MALL - PLEASANT VALLEY RD,0.0737921005105591
6841,3397,0,offpeak,10.79471005,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6842,3397,0,offpeak,10.79471005,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6843,3397,0,offpeak,10.79471005,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6844,3397,0,offpeak,10.79471005,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6845,3397,0,offpeak,10.79471005,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6846,3397,0,offpeak,10.79471005,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6847,3397,0,offpeak,10.79471005,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6848,3397,0,peak,10.73995756,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6849,3397,0,peak,10.73995756,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6850,3397,0,peak,10.73995756,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6851,3397,0,peak,10.73995756,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6852,3397,0,peak,10.73995756,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6853,3397,0,peak,10.73995756,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6854,3397,0,peak,10.73995756,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6855,3397,0,all_day,10.773966,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6856,3397,0,all_day,10.773966,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6857,3397,0,all_day,10.773966,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6858,3397,0,all_day,10.773966,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6859,3397,0,all_day,10.773966,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6860,3397,0,all_day,10.773966,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6861,3397,0,all_day,10.773966,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.251703628155289
6862,3397,1,offpeak,10.70204915,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6863,3397,1,offpeak,10.70204915,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6864,3397,1,offpeak,10.70204915,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6865,3397,1,offpeak,10.70204915,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6866,3397,1,offpeak,10.70204915,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6867,3397,1,offpeak,10.70204915,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6868,3397,1,offpeak,10.70204915,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6869,3397,1,peak,10.85758162,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6870,3397,1,peak,10.85758162,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6871,3397,1,peak,10.85758162,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6872,3397,1,peak,10.85758162,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6873,3397,1,peak,10.85758162,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6874,3397,1,peak,10.85758162,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6875,3397,1,peak,10.85758162,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6876,3397,1,all_day,10.77414167,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6877,3397,1,all_day,10.77414167,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6878,3397,1,all_day,10.77414167,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6879,3397,1,all_day,10.77414167,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6880,3397,1,all_day,10.77414167,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6881,3397,1,all_day,10.77414167,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6882,3397,1,all_day,10.77414167,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,MAIN ST - VENTURA AVE,0.250202316704516
6883,3408,0,offpeak,15.74729114,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6884,3408,0,offpeak,15.74729114,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6885,3408,0,offpeak,15.74729114,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6886,3408,0,offpeak,15.74729114,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6887,3408,0,offpeak,15.74729114,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6888,3408,0,offpeak,15.74729114,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6889,3408,0,offpeak,15.74729114,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6890,3408,0,peak,15.76470826,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6891,3408,0,peak,15.76470826,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6892,3408,0,peak,15.76470826,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6893,3408,0,peak,15.76470826,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6894,3408,0,peak,15.76470826,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6895,3408,0,peak,15.76470826,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6896,3408,0,peak,15.76470826,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6897,3408,0,all_day,15.75619488,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6898,3408,0,all_day,15.75619488,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6899,3408,0,all_day,15.75619488,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6900,3408,0,all_day,15.75619488,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6901,3408,0,all_day,15.75619488,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6902,3408,0,all_day,15.75619488,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6903,3408,0,all_day,15.75619488,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.197948145418418
6904,3408,1,offpeak,17.99457625,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6905,3408,1,offpeak,17.99457625,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6906,3408,1,offpeak,17.99457625,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6907,3408,1,offpeak,17.99457625,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6908,3408,1,offpeak,17.99457625,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6909,3408,1,offpeak,17.99457625,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6910,3408,1,offpeak,17.99457625,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6911,3408,1,peak,18.89443936,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6912,3408,1,peak,18.89443936,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6913,3408,1,peak,18.89443936,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6914,3408,1,peak,18.89443936,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6915,3408,1,peak,18.89443936,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6916,3408,1,peak,18.89443936,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6917,3408,1,peak,18.89443936,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6918,3408,1,all_day,18.47967009,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6919,3408,1,all_day,18.47967009,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6920,3408,1,all_day,18.47967009,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6921,3408,1,all_day,18.47967009,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6922,3408,1,all_day,18.47967009,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6923,3408,1,all_day,18.47967009,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6924,3408,1,all_day,18.47967009,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,PACIFIC VIEW MALL via VICTORIA AVE,0.188210944926923
6925,4137,1,peak,31.92832078,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6926,4137,1,peak,31.92832078,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6927,4137,1,peak,31.92832078,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6928,4137,1,peak,31.92832078,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6929,4137,1,peak,31.92832078,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6930,4137,1,peak,31.92832078,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6931,4137,1,peak,31.92832078,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6932,4137,1,all_day,31.92832078,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6933,4137,1,all_day,31.92832078,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6934,4137,1,all_day,31.92832078,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6935,4137,1,all_day,31.92832078,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6936,4137,1,all_day,31.92832078,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6937,4137,1,all_day,31.92832078,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6938,4137,1,all_day,31.92832078,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.84521012999812
6939,4137,0,offpeak,32.32704263,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6940,4137,0,offpeak,32.32704263,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6941,4137,0,offpeak,32.32704263,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6942,4137,0,offpeak,32.32704263,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6943,4137,0,offpeak,32.32704263,07 - Los Angeles,recojKzQsBzE1hjVu,City of Moorpark,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6944,4137,0,offpeak,32.32704263,07 - Los Angeles,recPJULRJk1Yn824N,City of Thousand Oaks,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6945,4137,0,offpeak,32.32704263,07 - Los Angeles,recD4Vzt0EDC3VY7I,City of Camarillo,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6946,4137,0,all_day,32.32704263,07 - Los Angeles,reckQmUdXUzHFmlVf,City of Ojai,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6947,4137,0,all_day,32.32704263,07 - Los Angeles,rec7EN71rsZxDFxZd,Ventura County Transportation Commission,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6948,4137,0,all_day,32.32704263,07 - Los Angeles,recS7GnKTcQVX20HE,Gold Coast Transit District,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
6949,4137,0,all_day,32.32704263,07 - Los Angeles,rec1ErIn9gG1Isk5W,City of Simi Valley,aHR0cHM6Ly9nb3ZjYnVzLmNvbS9ndGZz,81,0.845904468232917
