OBJECTID,route_id,direction_id,time_period,speed_mph,district_name,org_id,agency,base64_url,route_name,Shape_Length
3119,37,1,peak,12.77895881,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Fountain Valley via Euclid St,0.284872939561912
3120,37,1,all_day,12.64664033,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Fountain Valley via Euclid St,0.284872939561912
3121,167,0,offpeak,15.03190482,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Orange - Irvine via Hewes/Bryan/Jeffrey,0.356978966874083
3122,167,0,peak,14.34177772,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Orange - Irvine via Hewes/Bryan/Jeffrey,0.356978966874083
3123,167,0,all_day,14.73285777,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Orange - Irvine via Hewes/Bryan/Jeffrey,0.356978966874083
3124,167,1,offpeak,14.43917454,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Orange - Irvine via Hewes/Bryan/Jeffrey,0.371222734092478
3125,167,1,peak,14.47626417,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Orange - Irvine via Hewes/Bryan/Jeffrey,0.371222734092478
3126,167,1,all_day,14.45566457,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Orange - Irvine via Hewes/Bryan/Jeffrey,0.371222734092478
3127,42A,0,offpeak,11.27928125,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Seal Beach - Orange via Seal Beach/Los Alamitos/Lincoln,0.279857955898294
3128,42A,0,peak,12.25810901,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Seal Beach - Orange via Seal Beach/Los Alamitos/Lincoln,0.279857955898294
3129,42A,0,all_day,11.79645277,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Seal Beach - Orange via Seal Beach/Los Alamitos/Lincoln,0.279857955898294
3130,42A,1,offpeak,9.5462742,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Seal Beach - Orange via Seal Beach/Los Alamitos/Lincoln,0.321800629864096
3131,42A,1,peak,12.93824019,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Seal Beach - Orange via Seal Beach/Los Alamitos/Lincoln,0.321800629864096
3132,42A,1,all_day,10.9743941,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Seal Beach - Orange via Seal Beach/Los Alamitos/Lincoln,0.321800629864096
3133,480,0,offpeak,14.62134272,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Irvine Metrolink Station - Lake Forest ** via Alton/Bake,0.141166585735213
3134,480,0,peak,4.32061699,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Irvine Metrolink Station - Lake Forest ** via Alton/Bake,0.141166585735213
3135,480,0,all_day,7.91319079,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Irvine Metrolink Station - Lake Forest ** via Alton/Bake,0.141166585735213
3136,480,1,peak,4.67064698,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Irvine Metrolink Station - Lake Forest ** via Alton/Bake,0.136725547861845
3137,480,1,all_day,4.67064698,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Irvine Metrolink Station - Lake Forest ** via Alton/Bake,0.136725547861845
3138,150,0,offpeak,8.35570325,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana / Costa mesa via Flower/ Bristol/ Raitt/ Fairview,0.188278521686201
3139,150,0,peak,7.89152749,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana / Costa mesa via Flower/ Bristol/ Raitt/ Fairview,0.188278521686201
3140,150,0,all_day,8.15626809,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana / Costa mesa via Flower/ Bristol/ Raitt/ Fairview,0.188278521686201
3141,55,1,offpeak,12.32682271,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,0.326320686142854
3142,55,1,peak,11.64510312,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,0.326320686142854
3143,55,1,all_day,12.03457543,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,0.326320686142854
3144,55,0,offpeak,10.36539491,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,0.332011411567116
3145,55,0,peak,9.93445085,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,0.332011411567116
3146,55,0,all_day,10.18132146,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,0.332011411567116
3147,82,1,offpeak,24.16371751,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,0.126229883661728
3148,82,1,peak,19.44422522,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,0.126229883661728
3149,82,1,all_day,21.28104092,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,0.126229883661728
3150,82,0,offpeak,14.7847946,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,0.123711041194066
3151,82,0,peak,14.91248451,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,0.123711041194066
3152,82,0,all_day,14.83237725,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,0.123711041194066
3153,129,0,offpeak,12.73140866,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Anaheim via Central - Birch - Kraemer,0.216318656103252
3154,129,0,peak,14.45866739,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Anaheim via Central - Birch - Kraemer,0.216318656103252
3155,129,0,all_day,13.50249949,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Anaheim via Central - Birch - Kraemer,0.216318656103252
3156,129,1,offpeak,15.41318421,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Anaheim via Central - Birch - Kraemer,0.198593141881868
3157,129,1,peak,13.55935929,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Anaheim via Central - Birch - Kraemer,0.198593141881868
3158,129,1,all_day,14.47516479,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,La Habra - Anaheim via Central - Birch - Kraemer,0.198593141881868
3159,401,0,peak,7.78239408,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Business Center Dr - Tustin Metrolink via Jamboree,0.0970843575640977
3160,401,0,all_day,7.78239408,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Business Center Dr - Tustin Metrolink via Jamboree,0.0970843575640977
3161,401,1,offpeak,12.90757337,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Business Center Dr - Tustin Metrolink via Jamboree,0.0956551045487775
3162,401,1,peak,12.42943645,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Business Center Dr - Tustin Metrolink via Jamboree,0.0956551045487775
3163,401,1,all_day,12.52212737,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Business Center Dr - Tustin Metrolink via Jamboree,0.0956551045487775
3164,123,0,offpeak,14.61890457,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Goldenwest Transportation Center - Anaheim Canyon Metrolink Station,0.446223024752732
3165,123,0,peak,13.30879046,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Goldenwest Transportation Center - Anaheim Canyon Metrolink Station,0.446223024752732
3166,123,0,all_day,13.96809917,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Goldenwest Transportation Center - Anaheim Canyon Metrolink Station,0.446223024752732
3167,123,1,offpeak,15.12155846,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Goldenwest Transportation Center - Anaheim Canyon Metrolink Station,0.440813910350768
3168,123,1,peak,14.15805281,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Goldenwest Transportation Center - Anaheim Canyon Metrolink Station,0.440813910350768
3169,123,1,all_day,14.64637184,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Goldenwest Transportation Center - Anaheim Canyon Metrolink Station,0.440813910350768
3170,38,0,offpeak,13.42233754,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Lakewood - Anaheim Hills via Del Amo / La Palma,0.356275398503501
3171,38,0,peak,13.12273013,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Lakewood - Anaheim Hills via Del Amo / La Palma,0.356275398503501
3172,38,0,all_day,13.28911562,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Lakewood - Anaheim Hills via Del Amo / La Palma,0.356275398503501
3173,38,1,offpeak,13.68778488,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Lakewood - Anaheim Hills via Del Amo / La Palma,0.348381192097001
3174,38,1,peak,12.8455183,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Lakewood - Anaheim Hills via Del Amo / La Palma,0.348381192097001
3175,38,1,all_day,13.26776952,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Lakewood - Anaheim Hills via Del Amo / La Palma,0.348381192097001
3176,79,1,offpeak,13.66137492,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Tustin - Newport Beach via Irvine/Culver/University,0.298581293722564
3177,79,1,peak,13.36763146,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Tustin - Newport Beach via Irvine/Culver/University,0.298581293722564
3178,79,1,all_day,13.49677803,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Tustin - Newport Beach via Irvine/Culver/University,0.298581293722564
3179,79,0,offpeak,12.0324802,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Tustin - Newport Beach via Irvine/Culver/University,0.295706679645571
3180,79,0,peak,13.73910553,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Tustin - Newport Beach via Irvine/Culver/University,0.295706679645571
3181,79,0,all_day,12.71950825,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Tustin - Newport Beach via Irvine/Culver/University,0.295706679645571
3182,1,1,offpeak,18.80196498,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Long Beach - San Clemente via Pacific Coast Hwy,0.762138571612671
3183,1,1,peak,18.83013965,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Long Beach - San Clemente via Pacific Coast Hwy,0.762138571612671
3184,1,1,all_day,18.81760015,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Long Beach - San Clemente via Pacific Coast Hwy,0.762138571612671
3185,1,0,offpeak,16.73731167,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Long Beach - San Clemente via Pacific Coast Hwy,0.736441725483588
3186,1,0,peak,16.68646614,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Long Beach - San Clemente via Pacific Coast Hwy,0.736441725483588
3187,1,0,all_day,16.70616083,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Long Beach - San Clemente via Pacific Coast Hwy,0.736441725483588
3188,59,1,offpeak,11.76613057,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Anaheim - Irvine via Kraemer/Glassell/Grand,0.268422450608817
3189,59,1,peak,12.09674325,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Anaheim - Irvine via Kraemer/Glassell/Grand,0.268422450608817
3190,59,1,all_day,11.90973831,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Anaheim - Irvine via Kraemer/Glassell/Grand,0.268422450608817
3191,59,0,offpeak,12.36167997,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Anaheim - Irvine via Kraemer/Glassell/Grand,0.282221817761969
3192,59,0,peak,11.92720886,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Anaheim - Irvine via Kraemer/Glassell/Grand,0.282221817761969
3193,59,0,all_day,12.16847364,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Anaheim - Irvine via Kraemer/Glassell/Grand,0.282221817761969
3194,43,0,offpeak,10.78128238,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Fullerton - Costa Mesa via Harbor Blvd,0.257567115473716
3195,43,0,peak,10.47476593,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Fullerton - Costa Mesa via Harbor Blvd,0.257567115473716
3196,43,0,all_day,10.63789307,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Fullerton - Costa Mesa via Harbor Blvd,0.257567115473716
3197,43,1,offpeak,9.76477027,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Fullerton - Costa Mesa via Harbor Blvd,0.260944366148932
3198,43,1,peak,9.79491938,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Fullerton - Costa Mesa via Harbor Blvd,0.260944366148932
3199,43,1,all_day,9.77751464,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Fullerton - Costa Mesa via Harbor Blvd,0.260944366148932
3200,64,1,offpeak,11.12709446,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Tustin via Bolsa/1st,0.209346492822338
3201,64,1,peak,10.2449275,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Tustin via Bolsa/1st,0.209346492822338
3202,64,1,all_day,10.6924316,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Tustin via Bolsa/1st,0.209346492822338
3203,64,0,offpeak,11.69958496,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Tustin via Bolsa/1st,0.200997681378041
3204,64,0,peak,11.4453565,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Tustin via Bolsa/1st,0.200997681378041
3205,64,0,all_day,11.57243874,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Tustin via Bolsa/1st,0.200997681378041
3206,66,0,offpeak,11.40350243,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Irvine via McFadden/Walnut,0.272473244007262
3207,66,0,peak,10.9636215,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Irvine via McFadden/Walnut,0.272473244007262
3208,66,0,all_day,11.19851314,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Irvine via McFadden/Walnut,0.272473244007262
3209,66,1,offpeak,12.118003,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Irvine via McFadden/Walnut,0.196217940542154
3210,66,1,peak,10.59937484,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Irvine via McFadden/Walnut,0.196217940542154
3211,66,1,all_day,11.3813158,12 - Irvine,recfma7GNR5lQTTTg,Orange County Transportation Authority,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,Huntington Beach - Irvine via McFadden/Walnut,0.196217940542154
3212,11308,0,offpeak,14.64522339,08 - San Bernardino,recG5aXxDPI645S86,OmniTrans,aHR0cHM6Ly93d3cub21uaXRyYW5zLm9yZy9nb29nbGUvZ29vZ2xlX3RyYW5zaXQuemlw,CHINO HILLS-RAMONA-MONTCLAIR,0.174068628103837
3213,11308,0,peak,13.69231548,08 - San Bernardino,recG5aXxDPI645S86,OmniTrans,aHR0cHM6Ly93d3cub21uaXRyYW5zLm9yZy9nb29nbGUvZ29vZ2xlX3RyYW5zaXQuemlw,CHINO HILLS-RAMONA-MONTCLAIR,0.174068628103837
3214,11308,0,all_day,14.2199164,08 - San Bernardino,recG5aXxDPI645S86,OmniTrans,aHR0cHM6Ly93d3cub21uaXRyYW5zLm9yZy9nb29nbGUvZ29vZ2xlX3RyYW5zaXQuemlw,CHINO HILLS-RAMONA-MONTCLAIR,0.174068628103837
